,test_case,method,numOfRefs,numOfCorrectlyPredicted,numOfPredicted,precision,recall,f1
248,ekaw-sigkdd,combined:label_features+embeddings_OT(nn),11,8,18,0.4444444444444444,0.7272727272727273,0.5517241379310345
249,ekaw-sigkdd,source2target:match_label_embeddings_OT(topn),11,2,1300,0.0015384615384615385,0.18181818181818182,0.0030511060259344014
250,ekaw-sigkdd,target2source:match_label_embeddings_OT(topn),11,2,820,0.0024390243902439024,0.18181818181818182,0.0048134777376654635
251,ekaw-sigkdd,combined:match_label_embeddings_OT(topn),11,2,1362,0.0014684287812041115,0.18181818181818182,0.0029133284777858705
252,ekaw-sigkdd,source2target:label_features+embeddings_OT(topn),11,10,1308,0.00764525993883792,0.9090909090909091,0.015163002274450341
253,ekaw-sigkdd,target2source:label_features+embeddings_OT(topn),11,10,828,0.012077294685990338,0.9090909090909091,0.023837902264600717
254,ekaw-sigkdd,combined:label_features+embeddings_OT(topn),11,10,1370,0.0072992700729927005,0.9090909090909091,0.01448225923244026
255,ekaw-iasted,source2target:match_label_features,10,7,12,0.5833333333333334,0.7,0.6363636363636364
256,ekaw-iasted,target2source:match_label_features,10,7,12,0.5833333333333334,0.7,0.6363636363636364
257,ekaw-iasted,combined:match_label_features,10,7,12,0.5833333333333334,0.7,0.6363636363636364
258,ekaw-iasted,source2target:match_label_embeddings_OT(nn),10,2,12,0.16666666666666666,0.2,0.18181818181818182
259,ekaw-iasted,target2source:match_label_embeddings_OT(nn),10,2,18,0.1111111111111111,0.2,0.14285714285714285
260,ekaw-iasted,combined:match_label_embeddings_OT(nn),10,2,18,0.1111111111111111,0.2,0.14285714285714285
261,ekaw-iasted,source2target:label_features+embeddings_OT(nn),10,9,24,0.375,0.9,0.5294117647058824
262,ekaw-iasted,target2source:label_features+embeddings_OT(nn),10,9,30,0.3,0.9,0.44999999999999996
263,ekaw-iasted,combined:label_features+embeddings_OT(nn),10,9,30,0.3,0.9,0.44999999999999996
264,ekaw-iasted,source2target:match_label_embeddings_OT(topn),10,2,1240,0.0016129032258064516,0.2,0.0032
265,ekaw-iasted,target2source:match_label_embeddings_OT(topn),10,2,2560,0.00078125,0.2,0.0015564202334630351
266,ekaw-iasted,combined:match_label_embeddings_OT(topn),10,2,2562,0.00078064012490242,0.2,0.0015552099533437014
267,ekaw-iasted,source2target:label_features+embeddings_OT(topn),10,9,1252,0.00718849840255591,0.9,0.014263074484944531
268,ekaw-iasted,target2source:label_features+embeddings_OT(topn),10,9,2572,0.003499222395023328,0.9,0.0069713400464756015
269,ekaw-iasted,combined:label_features+embeddings_OT(topn),10,9,2574,0.0034965034965034965,0.9,0.006965944272445821
270,conference-edas,source2target:match_label_features,17,7,8,0.875,0.4117647058823529,0.5599999999999999
271,conference-edas,target2source:match_label_features,17,7,8,0.875,0.4117647058823529,0.5599999999999999
272,conference-edas,combined:match_label_features,17,7,8,0.875,0.4117647058823529,0.5599999999999999
273,conference-edas,source2target:match_label_embeddings_OT(nn),17,2,9,0.2222222222222222,0.11764705882352941,0.15384615384615385
274,conference-edas,target2source:match_label_embeddings_OT(nn),17,2,9,0.2222222222222222,0.11764705882352941,0.15384615384615385
275,conference-edas,combined:match_label_embeddings_OT(nn),17,2,9,0.2222222222222222,0.11764705882352941,0.15384615384615385
276,conference-edas,source2target:label_features+embeddings_OT(nn),17,9,17,0.5294117647058824,0.5294117647058824,0.5294117647058824
277,conference-edas,target2source:label_features+embeddings_OT(nn),17,9,17,0.5294117647058824,0.5294117647058824,0.5294117647058824
278,conference-edas,combined:label_features+embeddings_OT(nn),17,9,17,0.5294117647058824,0.5294117647058824,0.5294117647058824
279,conference-edas,source2target:match_label_embeddings_OT(topn),17,6,1020,0.0058823529411764705,0.35294117647058826,0.011571841851494695
280,conference-edas,target2source:match_label_embeddings_OT(topn),17,6,1900,0.003157894736842105,0.35294117647058826,0.006259780907668232
281,conference-edas,combined:match_label_embeddings_OT(topn),17,6,1932,0.003105590062111801,0.35294117647058826,0.0061570035915854285
282,conference-edas,source2target:label_features+embeddings_OT(topn),17,13,1028,0.01264591439688716,0.7647058823529411,0.024880382775119617
283,conference-edas,target2source:label_features+embeddings_OT(topn),17,13,1908,0.006813417190775681,0.7647058823529411,0.013506493506493505
284,conference-edas,combined:label_features+embeddings_OT(topn),17,13,1940,0.006701030927835051,0.7647058823529411,0.013285641287685232
285,cmt-edas,source2target:match_label_features,13,8,8,1.0,0.6153846153846154,0.7619047619047619
286,cmt-edas,target2source:match_label_features,13,8,8,1.0,0.6153846153846154,0.7619047619047619
287,cmt-edas,combined:match_label_features,13,8,8,1.0,0.6153846153846154,0.7619047619047619
288,cmt-edas,source2target:match_label_embeddings_OT(nn),13,0,5,0.0,0.0,0.0
289,cmt-edas,target2source:match_label_embeddings_OT(nn),13,0,10,0.0,0.0,0.0
290,cmt-edas,combined:match_label_embeddings_OT(nn),13,0,10,0.0,0.0,0.0
291,cmt-edas,source2target:label_features+embeddings_OT(nn),13,8,13,0.6153846153846154,0.6153846153846154,0.6153846153846154
292,cmt-edas,target2source:label_features+embeddings_OT(nn),13,8,18,0.4444444444444444,0.6153846153846154,0.5161290322580645
293,cmt-edas,combined:label_features+embeddings_OT(nn),13,8,18,0.4444444444444444,0.6153846153846154,0.5161290322580645
294,cmt-edas,source2target:match_label_embeddings_OT(topn),13,0,420,0.0,0.0,0.0
295,cmt-edas,target2source:match_label_embeddings_OT(topn),13,0,1900,0.0,0.0,0.0
296,cmt-edas,combined:match_label_embeddings_OT(topn),13,0,1900,0.0,0.0,0.0
297,cmt-edas,source2target:label_features+embeddings_OT(topn),13,8,428,0.018691588785046728,0.6153846153846154,0.03628117913832199
298,cmt-edas,target2source:label_features+embeddings_OT(topn),13,8,1908,0.0041928721174004195,0.6153846153846154,0.008328995314940135
299,cmt-edas,combined:label_features+embeddings_OT(topn),13,8,1908,0.0041928721174004195,0.6153846153846154,0.008328995314940135
300,conference-ekaw,source2target:match_label_features,25,9,15,0.6,0.36,0.44999999999999996
301,conference-ekaw,target2source:match_label_features,25,9,15,0.6,0.36,0.44999999999999996
302,conference-ekaw,combined:match_label_features,25,9,15,0.6,0.36,0.44999999999999996
303,conference-ekaw,source2target:match_label_embeddings_OT(nn),25,3,11,0.2727272727272727,0.12,0.16666666666666666
304,conference-ekaw,target2source:match_label_embeddings_OT(nn),25,3,11,0.2727272727272727,0.12,0.16666666666666666
305,conference-ekaw,combined:match_label_embeddings_OT(nn),25,3,11,0.2727272727272727,0.12,0.16666666666666666
306,conference-ekaw,source2target:label_features+embeddings_OT(nn),25,12,26,0.46153846153846156,0.48,0.47058823529411764
307,conference-ekaw,target2source:label_features+embeddings_OT(nn),25,12,26,0.46153846153846156,0.48,0.47058823529411764
308,conference-ekaw,combined:label_features+embeddings_OT(nn),25,12,26,0.46153846153846156,0.48,0.47058823529411764
309,conference-ekaw,source2target:match_label_embeddings_OT(topn),25,11,880,0.0125,0.44,0.024309392265193373
310,conference-ekaw,target2source:match_label_embeddings_OT(topn),25,11,1160,0.009482758620689655,0.44,0.01856540084388186
311,conference-ekaw,combined:match_label_embeddings_OT(topn),25,11,1259,0.008737092930897538,0.44,0.017133956386292837
312,conference-ekaw,source2target:label_features+embeddings_OT(topn),25,20,895,0.0223463687150838,0.8,0.043478260869565216
313,conference-ekaw,target2source:label_features+embeddings_OT(topn),25,20,1175,0.01702127659574468,0.8,0.03333333333333333
314,conference-ekaw,combined:label_features+embeddings_OT(topn),25,20,1274,0.015698587127158554,0.8,0.03079291762894534
