,numOfRefs,numOfCorrectlyPredicted,numOfPredicted,precision,recall,f1,case,file
248,17,9,14,0.6428571428571429,0.5294117647058824,0.5806451612903226,conference-edas,Wiktionary-conference-edas.rdf
249,17,7,8,0.875,0.4117647058823529,0.5599999999999999,conference-edas,LSMatch-conference-edas.rdf
250,17,12,25,0.48,0.7058823529411765,0.5714285714285714,conference-edas,ALOD2Vec-conference-edas.rdf
251,17,9,13,0.6923076923076923,0.5294117647058824,0.6000000000000001,conference-edas,TOM-conference-edas.rdf
252,17,9,12,0.75,0.5294117647058824,0.6206896551724138,conference-edas,LogMap-conference-edas.rdf
253,17,9,14,0.6428571428571429,0.5294117647058824,0.5806451612903226,conference-edas,ATMatcher-conference-edas.rdf
254,17,7,8,0.875,0.4117647058823529,0.5599999999999999,conference-edas,KGMatcher-conference-edas.rdf
255,17,11,15,0.7333333333333333,0.6470588235294118,0.6875,conference-edas,AML-conference-edas.rdf
256,17,9,12,0.75,0.5294117647058824,0.6206896551724138,conference-edas,LogMapLt-conference-edas.rdf
257,17,13,70,0.18571428571428572,0.7647058823529411,0.2988505747126437,conference-edas,OTMapOnto-conference-edas.rdf
258,17,9,13,0.6923076923076923,0.5294117647058824,0.6000000000000001,conference-edas,FineTOM-conference-edas.rdf
259,17,11,23,0.4782608695652174,0.6470588235294118,0.55,conference-edas,GMap-conference-edas.rdf
260,17,7,8,0.875,0.4117647058823529,0.5599999999999999,conference-edas,AMD-conference-edas.rdf
261,13,8,11,0.7272727272727273,0.6153846153846154,0.6666666666666666,cmt-edas,LogMapLt-cmt-edas.rdf
262,13,9,25,0.36,0.6923076923076923,0.47368421052631576,cmt-edas,OTMapOnto-cmt-edas.rdf
263,13,8,15,0.5333333333333333,0.6153846153846154,0.5714285714285714,cmt-edas,Wiktionary-cmt-edas.rdf
264,13,10,11,0.9090909090909091,0.7692307692307693,0.8333333333333334,cmt-edas,AML-cmt-edas.rdf
265,13,8,8,1.0,0.6153846153846154,0.7619047619047619,cmt-edas,LSMatch-cmt-edas.rdf
266,13,8,11,0.7272727272727273,0.6153846153846154,0.6666666666666666,cmt-edas,FineTOM-cmt-edas.rdf
267,13,8,14,0.5714285714285714,0.6153846153846154,0.5925925925925926,cmt-edas,ALOD2Vec-cmt-edas.rdf
268,13,8,11,0.7272727272727273,0.6153846153846154,0.6666666666666666,cmt-edas,GMap-cmt-edas.rdf
269,13,7,10,0.7,0.5384615384615384,0.6086956521739131,cmt-edas,Lily-cmt-edas.rdf
270,13,8,9,0.8888888888888888,0.6153846153846154,0.7272727272727273,cmt-edas,ATMatcher-cmt-edas.rdf
271,13,8,11,0.7272727272727273,0.6153846153846154,0.6666666666666666,cmt-edas,TOM-cmt-edas.rdf
272,13,8,8,1.0,0.6153846153846154,0.7619047619047619,cmt-edas,KGMatcher-cmt-edas.rdf
273,13,8,8,1.0,0.6153846153846154,0.7619047619047619,cmt-edas,AMD-cmt-edas.rdf
274,13,8,9,0.8888888888888888,0.6153846153846154,0.7272727272727273,cmt-edas,LogMap-cmt-edas.rdf
275,25,10,16,0.625,0.4,0.48780487804878053,conference-ekaw,TOM-conference-ekaw.rdf
276,25,13,23,0.5652173913043478,0.52,0.5416666666666666,conference-ekaw,GMap-conference-ekaw.rdf
277,25,11,20,0.55,0.44,0.4888888888888889,conference-ekaw,FineTOM-conference-ekaw.rdf
278,25,8,12,0.6666666666666666,0.32,0.43243243243243246,conference-ekaw,AMD-conference-ekaw.rdf
279,25,6,8,0.75,0.24,0.36363636363636365,conference-ekaw,KGMatcher-conference-ekaw.rdf
280,25,12,20,0.6,0.48,0.5333333333333333,conference-ekaw,LogMap-conference-ekaw.rdf
281,25,10,15,0.6666666666666666,0.4,0.5,conference-ekaw,Wiktionary-conference-ekaw.rdf
282,25,18,70,0.2571428571428571,0.72,0.3789473684210526,conference-ekaw,OTMapOnto-conference-ekaw.rdf
283,25,18,23,0.782608695652174,0.72,0.75,conference-ekaw,AML-conference-ekaw.rdf
284,25,8,13,0.6153846153846154,0.32,0.42105263157894735,conference-ekaw,LogMapLt-conference-ekaw.rdf
285,25,13,27,0.48148148148148145,0.52,0.5,conference-ekaw,ALOD2Vec-conference-ekaw.rdf
286,25,10,15,0.6666666666666666,0.4,0.5,conference-ekaw,ATMatcher-conference-ekaw.rdf
287,25,8,12,0.6666666666666666,0.32,0.43243243243243246,conference-ekaw,LSMatch-conference-ekaw.rdf
